player_id,Name,team_id,team_name,Team,PA,AVG,OBP,SLG,OPS,SO,BB,K%,BB%
571448,Nolan Arenado,109,Arizona Diamondbacks,,218,0.26,0.339,0.448,0.787,43,19,19.724770642201836,8.715596330275229
677594,Julio Rodríguez,136,Seattle Mariners,,281,0.26,0.317,0.465,0.782,60,20,21.352313167259787,7.11743772241993
682987,Spencer Jones,147,New York Yankees,,30,0.259,0.333,0.296,0.629,12,3,40.0,10.0
670042,Luke Raley,136,Seattle Mariners,,178,0.259,0.322,0.543,0.865,59,9,33.146067415730336,5.056179775280898
643289,Mauricio Dubón,144,Atlanta Braves,,238,0.259,0.315,0.418,0.733,37,16,15.546218487394958,6.722689075630252
624424,Michael Conforto,112,Chicago Cubs,,100,0.259,0.36,0.506,0.866,28,14,28.000000000000004,14.000000000000002
671056,Iván Herrera,138,St. Louis Cardinals,,277,0.259,0.383,0.412,0.795,47,35,16.967509025270758,12.63537906137184
663698,Joey Bart,134,Pittsburgh Pirates,,62,0.259,0.29,0.379,0.669,21,2,33.87096774193548,3.225806451612903
808975,Hyeseong Kim,119,Los Angeles Dodgers,,131,0.259,0.323,0.328,0.651,31,12,23.66412213740458,9.16030534351145
621493,Taylor Ward,110,Baltimore Orioles,,290,0.259,0.4,0.353,0.753,60,55,20.689655172413794,18.96551724137931
609280,Miguel Andujar,135,San Diego Padres,,190,0.258,0.289,0.429,0.718,33,6,17.36842105263158,3.1578947368421053
516782,Starling Marte,118,Kansas City Royals,,69,0.258,0.319,0.306,0.625,20,4,28.985507246376812,5.797101449275362
676609,José Caballero,147,New York Yankees,,185,0.257,0.314,0.392,0.706,34,10,18.37837837837838,5.405405405405405
686765,Nick Sogard,111,Boston Red Sox,,41,0.257,0.35,0.371,0.721,6,5,14.634146341463413,12.195121951219512
650489,Willi Castro,115,Colorado Rockies,,201,0.257,0.333,0.363,0.696,56,18,27.860696517412936,8.955223880597014
621439,Byron Buxton,142,Minnesota Twins,,248,0.257,0.319,0.549,0.868,64,18,25.806451612903224,7.258064516129033
595879,Javier Báez,116,Detroit Tigers,,82,0.256,0.28,0.397,0.677,16,2,19.51219512195122,2.4390243902439024
662139,Daulton Varsho,141,Toronto Blue Jays,,236,0.256,0.331,0.408,0.739,45,22,19.06779661016949,9.322033898305085
695734,Daylen Lile,120,Washington Nationals,,279,0.256,0.308,0.417,0.725,49,20,17.562724014336915,7.168458781362006
519317,Giancarlo Stanton,147,New York Yankees,,96,0.256,0.302,0.422,0.724,29,6,30.208333333333332,6.25
687515,Colby Thomas,133,Athletics,,51,0.255,0.3,0.426,0.726,13,3,25.49019607843137,5.88235294117647
806068,Colt Emerson,136,Seattle Mariners,,61,0.255,0.328,0.582,0.91,18,5,29.508196721311474,8.19672131147541
699912,Jose Fernandez,109,Arizona Diamondbacks,,177,0.255,0.289,0.352,0.641,40,7,22.598870056497177,3.954802259887006
647304,Josh Naylor,136,Seattle Mariners,,256,0.254,0.318,0.358,0.676,34,21,13.28125,8.203125
679822,Justin Foscue,140,Texas Rangers,,64,0.254,0.297,0.424,0.721,17,3,26.5625,4.6875
606466,Ketel Marte,109,Arizona Diamondbacks,,259,0.254,0.309,0.458,0.767,40,20,15.444015444015443,7.722007722007722
660670,Ronald Acuña Jr.,144,Atlanta Braves,,225,0.254,0.378,0.432,0.81,48,35,21.333333333333336,15.555555555555555
672515,Gabriel Moreno,109,Arizona Diamondbacks,,148,0.254,0.324,0.392,0.716,29,14,19.594594594594593,9.45945945945946
664040,Brandon Lowe,134,Pittsburgh Pirates,,256,0.253,0.34,0.524,0.864,63,28,24.609375,10.9375
805999,A.J. Ewing,121,New York Mets,,90,0.253,0.33,0.329,0.659,29,9,32.22222222222222,10.0
669236,Jeremiah Jackson,110,Baltimore Orioles,,177,0.253,0.271,0.4,0.671,35,4,19.774011299435028,2.2598870056497176
696030,Alejandro Osuna,140,Texas Rangers,,110,0.253,0.376,0.275,0.651,15,12,13.636363636363635,10.909090909090908
500743,Miguel Rojas,119,Los Angeles Dodgers,,103,0.253,0.307,0.33,0.637,13,6,12.62135922330097,5.825242718446602
571970,Max Muncy,119,Los Angeles Dodgers,,217,0.253,0.346,0.511,0.857,56,26,25.806451612903224,11.981566820276496
800050,Chase DeLauter,114,Cleveland Guardians,,246,0.252,0.329,0.408,0.737,30,26,12.195121951219512,10.569105691056912
807799,Masataka Yoshida,111,Boston Red Sox,,138,0.252,0.348,0.345,0.693,15,15,10.869565217391305,10.869565217391305
691594,Javier Sanoja,146,Miami Marlins,,142,0.252,0.305,0.351,0.656,16,10,11.267605633802818,7.042253521126761
668885,Austin Martin,142,Minnesota Twins,,208,0.251,0.351,0.341,0.692,33,25,15.865384615384615,12.01923076923077
695506,Jac Caglianone,118,Kansas City Royals,,217,0.251,0.327,0.405,0.732,64,19,29.493087557603687,8.755760368663594
608324,Alex Bregman,112,Chicago Cubs,,288,0.251,0.333,0.353,0.686,48,28,16.666666666666664,9.722222222222223
642715,Willy Adames,137,San Francisco Giants,,270,0.25,0.296,0.46,0.756,72,16,26.666666666666668,5.9259259259259265
699625,Jimmy Crooks,138,St. Louis Cardinals,,14,0.25,0.357,0.333,0.69,4,2,28.57142857142857,14.285714285714285
690976,Alex Freeland,119,Los Angeles Dodgers,,134,0.25,0.328,0.371,0.699,35,13,26.119402985074625,9.701492537313433
595978,Austin Hedges,114,Cleveland Guardians,,97,0.25,0.326,0.333,0.659,18,10,18.556701030927837,10.309278350515463
663538,Nico Hoerner,112,Chicago Cubs,,288,0.25,0.333,0.353,0.686,20,29,6.944444444444445,10.069444444444445
664068,Scott Kingery,112,Chicago Cubs,,4,0.25,0.25,0.25,0.5,0,0,0.0,0.0
678009,Parker Meadows,116,Detroit Tigers,,39,0.25,0.308,0.333,0.641,10,2,25.64102564102564,5.128205128205128
607043,Brandon Nimmo,140,Texas Rangers,,266,0.25,0.327,0.398,0.725,57,22,21.428571428571427,8.270676691729323
592626,Joc Pederson,140,Texas Rangers,,189,0.25,0.362,0.462,0.824,39,27,20.634920634920633,14.285714285714285
677592,Everson Pereira,145,Chicago White Sox,,71,0.25,0.31,0.453,0.763,21,4,29.577464788732392,5.633802816901409
699393,Pedro Ramírez,112,Chicago Cubs,,17,0.25,0.294,0.313,0.607,0,1,0.0,5.88235294117647
682848,Endy Rodríguez,134,Pittsburgh Pirates,,49,0.25,0.438,0.389,0.827,9,12,18.367346938775512,24.489795918367346
680474,Max Schuemann,147,New York Yankees,,28,0.25,0.464,0.4,0.864,6,8,21.428571428571427,28.57142857142857
676572,Eric Wagaman,121,New York Mets,,4,0.25,0.25,1.0,1.25,1,0,25.0,0.0
702284,Cole Young,136,Seattle Mariners,,253,0.25,0.321,0.357,0.678,51,20,20.158102766798418,7.905138339920949
802139,JJ Wetherholt,138,St. Louis Cardinals,,266,0.249,0.357,0.4,0.757,45,29,16.917293233082706,10.902255639097744
669257,Will Smith,119,Los Angeles Dodgers,,201,0.249,0.338,0.382,0.72,34,23,16.91542288557214,11.442786069651742
680700,Richie Palacios,139,Tampa Bay Rays,,145,0.248,0.366,0.339,0.705,30,20,20.689655172413794,13.793103448275861
572233,Christian Walker,117,Houston Astros,,265,0.248,0.321,0.5,0.821,55,22,20.754716981132077,8.30188679245283
691718,Pete Crow-Armstrong,112,Chicago Cubs,,267,0.248,0.335,0.415,0.75,68,23,25.468164794007492,8.614232209737828
